士兵	Model.231025165601786-45	103.446393	35.687335	2186.724	特种部队	-1208872.7764086600 	-868258.0828168420 	6183501.0174875700 	3727.1350765200 	2370.7231055180 	1235.7949117096 
士兵	Model.231025165604200-46	103.686105	35.78099	1999.586	特种部队	-1228526.3609267300 	-885421.6720926150 	6177040.0883832100 	-15926.4494415501 	-14792.8661702550 	-5225.1341926502 
士兵	Model.231025165607186-47	103.567695	35.733095	2017.561	特种部队	-1218838.4046105100 	-876892.2258156700 	6180172.7373731200 	-6238.4931253300 	-6263.4198933099 	-2092.4852027400 
装甲车	Model.231025165722971-49	103.532993	35.801338	1826.752	装甲师	-1214701.4936236400 	-876113.4693525860 	6180895.1552091800 	-2101.5821384599 	-5484.6634302259 	-1370.0673666801 
装甲车	Model.231025165723740-50	103.599063	35.855501	1967.744	装甲师	-1219712.3231670400 	-881481.6070896450 	6179301.6562809200 	-7112.4116818600 	-10852.8011672850 	-2963.5662949402 
装甲车	Model.231025165724591-51	103.698378	35.889725	2548.546	装甲师	-1228027.8603561700 	-888608.3390271030 	6177249.0338189300 	-15427.9488709900 	-17979.5331047430 	-5016.1887569297 
装甲车	Model.231025165729105-54	103.525177	35.824441	1748.535	装甲师	-1213645.2782153300 	-876095.8289016560 	6181023.2814661900 	-1045.3667301501 	-5467.0229792959 	-1241.9411096703 
运输车	Model.231025165943731-55	103.468848	35.882025	1824.341	运输车	-1207823.0047921800 	-873740.6968719300 	6182565.0236692700 	4776.9066930001 	-3111.8909495700 	299.8010934098 
运输车	Model.231025165945472-57	103.563163	35.915803	2019.972	运输车	-1215637.9608195300 	-880486.2128148230 	6180293.7839356300 	-3038.0493343500 	-9857.4068924630 	-1971.4386402303 
医疗车	Model.231025165951322-58	103.520545	35.884576	1907.615	医疗车	-1212347.7976970400 	-877096.1653252790 	6181298.8964908300 	252.1137881400 	-6467.3594029190 	-966.3260850301 
指挥帐篷	Model.231025170017816-59	103.525018	35.844911	2413.276	指挥中心	-1213444.2253386800 	-876610.3002149200 	6181673.7400381300 	-844.3138534999 	-5981.4942925599 	-591.4825377297 
电台	Model.231025170039064-63	103.422497	35.816722	2354.901	电台	-1204835.9729951100 	-869489.7658829870 	6184284.5794029200 	7763.9384900699 	1139.0400393731 	2019.3568270598 
电台	Model.231025170043482-64	103.664975	35.849047	2346.073	电台	-1225681.8213956100 	-885585.5834022500 	6177934.6081272100 	-13081.9099104300 	-14956.7774798899 	-4330.6144486498 
电台	Model.231025170045396-65	103.647288	35.776209	1911.948	电台	-1225166.3955245800 	-882844.7557764540 	6177979.0597684500 	-12566.4840394000 	-12215.9498540940 	-4286.1628074097 
电台	Model.231025170053350-68	103.486043	35.81712	18.579	电台	-1209984.6161048100 	-873218.1516472340 	6180361.5556181400 	2615.2953803700 	-2589.3457248739 	-1903.6669577202 
电台	Model.231025170054830-69	103.554276	35.790213	1783.414	电台	-1216737.5036647700 	-877222.8562030990 	6180296.4713016100 	-4137.5921795899 	-6594.0502807390 	-1968.7512742505 
雷达车	Model.231025170111993-70	103.406157	35.730729	2259.027	雷达车	-1204680.6816530500 	-866630.9707366210 	6184614.6457243300 	7919.2298321300 	3997.8351857391 	2349.4231484700 
雷达车	Model.231025170114212-71	103.604659	35.822705	1955.832	雷达车	-1220706.8739722200 	-881137.1347347560 	6179143.1226153500 	-8106.9624870401 	-10508.3288123959 	-3122.0999605097 
雷达车	Model.231025170126394-73	103.451864	35.854453	2446.801	雷达车	-1206865.7768175700 	-872163.8514537510 	6183611.8629356100 	5734.1346676101 	-1535.0455313909 	1346.6403597500 
